target
1-Sep
aak-2
aakb-2
abl-1
abtm-1
acl-1
aco-1
aco-2
acs-2
act-1
act-4
acy-1
adt-2
ags-3
agt-2
aha-1
aka-1
alg-1
alh-1
alh-10
alh-6
alh-8
alh-9
alx-1
aly-2
ama-1
ani-1
apg-1
aps-1
aps-2
aps-3
aqp-11
arf-3
arf-6
ari-1
arl-8
ars-2
arx-2
arx-3
arx-4
arx-6
asb-2
asf-1
asg-2
atf-5
atf-6
atf-7
atgr-18
athp-1
atp-2
atp-3
atp-5
atx-2
B0024.13
B0035.15
B0041.3
B0205.11
B0205.13
B0238.11
B0250.2
B0280.1
B0280.10
B0303.4
B0303.9
B0336.5
B0336.6
B0379.6
B0432.10
B0432.4
B0454.9
B0464.6
B0464.9
B0491.1
B0491.5
B0491.6
B0495.2
B0495.6
B0495.9
B0513.9
B0524.1
B0524.6
B0564.1
baf-1
bath-38
bath-40
bcat-1
BE0003N10.1
BE0003N10.2
bir-1
bir-2
bmy-1
brc-2
bub-1
C01B10.4
C01B10.9
C01F1.2
C01G5.6
C01G5.8
C02B10.3
C02D5.2
C02D5.3
C02F5.4
C02H7.1
C04E12.12
C04E6.11
C04E7.2
C05C8.2
C05C8.6
C05C8.9
C05D11.10
C05D2.6
C05G5.4
C06A5.1
C06A5.3
C06A5.6
C06A8.2
C06A8.5
C06B3.6
C06B3.7
C06E4.3
C06H2.6
C07H6.2
C08B11.8
C09E7.7
C09G5.2
C09G5.7
C09G9.2
C10C5.2
C12D8.1
C13G3.1
C14A4.11
C14B1.3
C14B9.10
C14B9.8
C15H11.11
C15H11.8
C15H11.9
C16A11.2
C16A11.6
C17C3.1
C17D12.1
C17D12.7
C17G10.2
C17H12.10
C18A3.5
C18A3.9
C18B12.4
C18B12.6
C18B2.4
C18F10.7
C18H9.6
C23G10.7
C23G10.8
C24D10.4
C24D10.6
C24F3.2
C24H11.2
C24H12.4
C24H12.5
C25A1.15
C25A11.2
C26B2.1
C26B2.7
C26D10.3
C26E6.6
C27A2.1
C27C12.1
C27C12.4
C27F2.5
C27F2.9
C27H6.3
C28C12.2
C29A12.1
C29E4.12
C29E4.13
C29E4.8
C30G4.7
C31E10.5
C31E10.6
C31E10.7
C31H1.6
C32A3.2
C32D5.11
C32E8.11
C32E8.5
C33C12.1
C34B2.8
C34B4.2
C34B7.4
C34C12.8
C34C6.2
C34D1.4
C34D10.1
C34D10.2
C34D4.4
C34E10.10
C35A5.8
C35A5.9
C35D10.13
C36B1.3
C36E6.1
C36E8.1
C37A2.7
C37C3.2
C37E2.1
C37H5.3
C39F7.5
C41C4.1
C41C4.9
C42C1.2
C43H8.2
C44B7.2
C44B9.5
C44C10.4
C44E4.2
C44H4.4
C45B11.2
C46F11.2
C46F11.3
C47D12.2
C47E12.2
C47E12.7
C47E8.8
C47G2.3
C47G2.4
C48E7.11
C49A9.10
C49G7.10
C49G7.5
C50B6.3
C50B8.3
C50D2.5
C50D2.8
C50E3.5
C50F4.14
C50F4.4
C50H11.1
C52A10.1
C52B9.4
C52E12.4
C52E12.6
C52E4.7
C54D10.10
C54E4.5
C54G7.2
C55A6.1
C55A6.10
C55A6.9
C56A3.4
C56A3.5
C56E10.3
C56G2.7
cab-1
car-1
cas-1
cash-1
CC8.2
ccf-1
ccr-4
cct-4
cct-5
cct-6
CD4.11
cdc-14
cdc-48.2
cdc-6
cdd-1
cdk-1
cdk-4
cdk-5
cdk-7
cdk-9
cdt-1
cec-1
ced-5
ceh-39
cel-1
chd-3
chk-1
cic-1
cit-1.1
cku-80
clic-1
clu-1
cmd-1
cmk-1
cnb-1
cnk-1
cogc-2
cogc-3
cogc-5
col-112
col-2
col-71
col-72
coq-3
cpf-1
cpf-2
crh-1
crn-4
csb-1
csn-1
cts-1
cul-1
cul-3
cul-4
cux-7
cwp-5
cyc-1
cyk-4
cyl-1
cyn-1
cyn-11
cyn-3
cyn-4
cyn-7
cyp-13A1
cyp-25A4
cyp-33C4
cyp-33C7
cyp-33C8
cyp-43A1
czw-1
D1005.1
D1005.3
D1007.16
D1007.7
D1037.1
D1054.1
D2005.4
D2007.4
D2007.5
D2021.1
D2021.8
D2030.9
D2085.3
D2085.5
D2085.6
D2092.2
D2096.8
daf-1
daf-15
daf-19
dao-5
dcp-66
dhc-1
dhs-1
dhs-11
dhs-13
dhs-25
dhs-8
dhs-9
dic-1
din-1
dlg-1
dli-1
dna-2
dnj-1
dnj-10
dnj-12
dnj-19
dnj-22
dnj-25
dnj-28
dnj-29
dnj-9
dpl-1
dpy-26
dsh-2
dyn-1
E01A2.1
E01A2.1
E01A2.2
E01A2.4
E01A2.6
E01B7.2
E01G4.1
E01G4.3
E02H1.1
E03H4.8
E04A4.7
eat-3
ech-5
ect-2
efl-1
egl-21
egl-30
egl-4
eif-3.E
eif-3.I
eif-6
elb-1
emb-27
emb-4
emb-5
emr-1
ent-2
epc-1
erm-1
erp-1
F01D4.5
F01G10.1
F02C12.3
F02D8.4
F02E8.5
F02E9.1
F02E9.5
F08B4.7
F08B6.1
F08B6.3
F08F8.2
F08F8.4
F08G12.2
F08G12.3
F08H9.3
F09D1.1
F09E5.11
F09E5.3
F09E5.9
F09G2.2
F09G2.9
F09G8.3
F09G8.7
F10B5.8
F10C2.4
F10E7.8
F10E9.11
F10E9.5
F10G7.9
F10G8.6
F13A7.11
F13C5.1
F13H10.8
F13H8.2
F15A8.7
F15D3.6
F15D3.7
F15D4.3
F15G9.1
F16B12.6
F16D3.4
F16H11.1
F16H11.2
F17A9.2
F17A9.4
F17C11.11
F17E5.2
F17H10.1
F17H10.2
F18A11.3
F18C5.4
F18E3.11
F18H3.1
F19B2.5
F19F10.11
F20D1.1
F20D1.2
F20D1.3
F20D12.2
F20G2.2
F20H11.4
F21A10.2
F21C10.3
F21D5.7
F21F3.1
F21H12.1
F21H12.6
F22B8.7
F22E5.13
F22E5.6
F22E5.9
F23B2.13
F23C8.9
F23F1.1
F23F1.3
F23F1.5
F23H12.2
F25B3.3
F25B3.6
F25E5.1
F25E5.8
F25F2.1
F25G6.2
F25G6.9
F25H8.1
F25H8.2
F26A1.1
F26A1.14
F26C11.1
F26E4.12
F26E4.4
F26E4.6
F26F12.3
F26F2.7
F26F4.11
F27C1.2
F27D4.4
F27D4.7
F28B3.5
F28C1.1
F28C10.3
F28D1.1
F28F8.9
F28H6.4
F28H6.7
F29A7.3
F29A7.6
F29C12.4
F29C4.2
F29C4.7
F30A10.10
F30A10.9
F31D4.9
F31E3.4
F31E9.6
F31F7.1
F32A11.1
F32A6.2
F32A7.4
F32B4.4
F32B6.2
F32B6.3
F32D1.5
F32D8.14
F32D8.5
F32E10.1
F32E10.6
F32H2.10
F33A8.6
F33D4.5
F33D4.7
F33D4.8
F33H1.4
F34D10.2
F35B12.4
F35D11.4
F35F10.11
F35F10.12
F35G12.2
F35G12.4
F35G2.2
F35G2.3
F35H12.2
F35H12.4
F36A2.1
F36A2.3
F36H2.2
F37C12.2
F37F2.2
F38A1.8
F38B7.1
F38E9.5
F39B2.11
F39G3.3
F39H11.1
F39H2.3
F40B5.2
F40E10.6
F40F4.7
F40F8.11
F41B4.3
F41C3.4
F42A10.1
F42A10.5
F42D1.2
F42G8.5
F42G9.1
F42G9.6
F42H10.2
F42H10.7
F43C1.7
F43D9.3
F43E2.5
F43E2.7
F43G9.1
F43G9.3
F43G9.5
F44A2.2
F44B9.8
F44E2.7
F44E2.9
F44E7.4
F44E7.9
F45D3.4
F45G2.3
F46F6.1
F47A4.5
F47B7.1
F47D12.9
F47G9.1
F48A11.4
F48C1.2
F48C1.6
F48E3.3
F48E8.6
F48E8.8
F48F7.6
F49C12.12
F49C12.9
F49E2.5
F49H12.2
F52C9.7
F52H2.1
F52H2.5
F52H2.7
F53A2.7
F53A2.9
F53B2.8
F53B7.3
F53C3.6
F53E10.1
F53E10.6
F53F4.10
F53F4.12
F53F8.5
F53H1.3
F53H1.4
F53H4.4
F54B11.5
F54B8.4
F54C4.3
F54C8.4
F54C8.5
F54D10.5
F54D11.4
F54D5.14
F54E4.3
F54H12.6
F55A11.1
F55A12.5
F55A4.1
F55A4.5
F55A4.8
F55C5.4
F55C5.7
F55C5.8
F55F10.1
F55H12.2
F56A8.3
F56B3.11
F56C11.3
F56C11.4
F56D12.6
F56D2.5
F56D2.6
F56E10.1
F56H1.6
F56H9.2
F57A8.2
F57B10.1
F57C2.5
F57G12.1
F58A4.6
F58A4.9
F58B3.6
F58F12.1
F58G1.1
F58G1.2
F58G11.6
F58H1.1
F58H1.3
F59A2.5
F59A6.11
F59A6.5
F59E10.3
F59E12.11
F59H5.1
fbxa-3
fbxa-37
fbxa-50
fbxa-63
fbxa-69
fbxa-76
fbxa-77
fcd-2
fem-2
fib-1
fkb-2
fkh-7
fli-1
flp-23
frm-10
fzo-1
gad-1
gas-1
gcy-33
gei-6
gei-8
gei-9
gex-3
gfi-2
gfi-3
gfi-4
gfl-1
git-1
glo-4
glr-6
glrx-10
gly-12
gly-7
gly-9
gly-9
gna-1
gpd-2
grk-2
gsa-1
gst-1
gst-12
gst-13
gst-16
gst-20
gst-27
gst-30
gst-31
gst-32
gst-35
gst-4
gst-44
gst-5
gst-7
H04D03.1
H06H21.3
H14A12.3
H14E04.2
H19N07.1
H24K24.4
H25P06.1
H27M09.2
H28G03.2
H37N21.1
H38K22.4
haf-6
haf-7
hcp-3
hcp-6
hel-1
hif-1
hil-7
him-17
his-24
his-35
his-41
hlh-30
hmg-4
hpk-1
hpr-17
hpr-9
hrp-1
hrs-1
hsb-1
hsp-16.2
hsp-16.41
hst-1
hst-2
hst-6
ida-1
ife-2
ife-4
iff-1
ima-1
ima-2
ima-3
imb-1
imp-2
inf-1
irs-1
isp-1
isw-1
K01A2.10
K01G5.5
K02C4.2
K02E10.1
K02F3.2
K04B12.2
K04B12.3
K04F10.3
K04G2.1
K05C4.2
K05C4.7
K05F1.6
K06A1.5
K06A9.2
K07B1.7
K07C5.4
K07C5.6
K07H8.10
K08D12.2
K08D12.3
K08F4.2
K08F4.3
K08F8.1
K08F9.4
K09B11.9
K09D9.1
K09E9.3
K09E9.4
K09H9.2
K10B2.4
K10B3.5
K10C8.3
K10D6.4
K10H10.2
K11G12.6
K12D12.1
K12H6.6
kbp-5
kel-3
kin-1
kin-1
kin-3
klp-13
klp-15
klp-16
klp-18
klp-19
klp-7
knl-3
kpc-1
kup-1
larp-2
lbp-4
lec-1
lec-1
lec-2
lem-2
let-99
lev-11
lgg-1
lig-1
lin-28
lin-36
lin-45
lin-5
lin-61
lit-1
lpd-6
lpd-7
lpd-9
lrs-1
lsm-1
lsm-7
lsy-2
M01B12.5
M01E11.2
M01E5.4
M01F1.3
M01F1.4
M01F1.6
M01G5.6
M01H9.3
M01H9.3
M02B1.2
M03A8.2
M03C11.8
M03E7.5
M03F8.3
M04B2.4
M04F3.1
M05D6.4
M05D6.6
M110.3
M176.2
M176.3
M28.5
M4.1
M57.1
M60.4
M70.5
M88.2
M88.7
mab-20
mai-1
mai-1
mak-2
math-33
mau-2
mbf-1
mbk-1
mbk-2
mcm-2
mcm-3
mcm-4
mcm-5
mcm-6
mcm-7
mdf-1
mdh-1
mdt-1.2
mdt-18
mef-2
mel-46
mep-1
mes-2
mes-6
met-1
mev-1
mif-1
miRNA:mir-2
miRNA:mir-2207
miRNA:mir-2213
miRNA:mir-2214
miRNA:mir-2218a
miRNA:mir-2218b
miRNA:mir-228
miRNA:mir-229
miRNA:mir-230
miRNA:mir-239b
miRNA:mir-71
miRNA:mir-73
miRNA:mir-80
mis-12
moc-1
mog-1
mppa-1
mppb-1
mre-11
mrg-1
mrp-1
mrt-2
mtm-9
mut-2
mxl-3
mys-1
nasp-1
ndc-80
ndx-1
ndx-6
ndx-7
ned-8
nex-2
nfi-1
nhl-3
nhr-1
nhr-101
nhr-104
nhr-117
nhr-119
nhr-180
nhr-184
nhr-204
nhr-207
nhr-209
nhr-212
nhr-228
nhr-255
nhr-32
nhr-35
nhr-40
nhr-47
nhr-50
nhr-56
nhr-57
nhr-58
nhr-65
nhr-66
nhr-68
nhr-86
nhr-87
nhr-88
nhr-97
nhx-5
nit-1
nkat-3
nos-3
npp-12
npp-14
npp-15
npp-18
npp-19
npp-3
npp-5
npp-6
npp-7
npp-8
npp-9
nst-1
ntl-2
nuo-2
nuo-3
nurf-1
oga-1
ogt-1
osm-6
paa-1
pab-1
pab-2
pak-2
PAR2.1
pas-2
pas-3
pas-4
pas-5
pas-6
pas-7
pash-1
pat-6
patr-1
pbs-1
pbs-2
pbs-3
pbs-4
pbs-6
pbs-7
pcaf-1
pccb-1
pch-2
pde-2
pde-6
pdi-2
pdl-1
pdr-1
peb-1
pek-1
pfd-5
pfd-6
pfn-2
pfn-3
phb-1
phb-2
pif-1
pig-1
pir-1
pkc-1
pkc-3
pkd-2
pme-5
pms-2
pms-2
ppgn-1
pph-4.1
pph-4.2
pph-5
pptr-1
pqn-14
pqn-21
pqn-27
pqn-28
pqn-34
pqn-39
pqn-44
pqn-70
pqn-71
pqn-80
pri-1
pri-2
prk-1
puf-12
pus-1
qdpr-1
R01B10.6
R01H2.8
R02D3.7
R02E12.2
R02F2.9
R03G5.6
R04E5.9
R04F11.2
R04F11.5
R05D3.8
R05D8.7
R05F9.1
R05G6.7
R05H10.2
R05H5.3
R06A4.8
R06A4.9
R06F6.8
R07C3.8
R07E3.4
R07E4.3
R07E4.5
R07E5.7
R08F11.4
R09B3.3
R09E12.9
R102.5
R107.2
R10D12.12
R10D12.13
R10E11.9
R10E4.1
R10F2.6
R11A8.5
R12C12.6
R12C12.8
R12E2.12
R12E2.13
R12E2.2
R144.2
R148.3
R166.2
R17.2
R53.4
R53.6
R53.7
R74.2
R74.6
R74.7
rab-1
rab-8
rack-1
rad-26
rad-51
ran-1
ran-3
ran-4
ran-5
rbc-2
rbd-1
rbg-1
rbg-2
rbx-1
rde-4
reps-1
ret-1
rfc-1
rfc-2
rfl-1
rfp-1
rib-2
ric-19
ril-1
ril-2
rme-8
rnf-1
rnh-1.0
rnp-2
rom-5
rop-1
rpa-0
rpc-1
rpl-1
rpl-10
rpl-11.1
rpl-17
rpl-18
rpl-2
rpl-21
rpl-24.2
rpl-25.2
rpl-26
rpl-29
rpl-30
rpl-33
rpl-36
rpl-9
rpn-1
rpn-11
rpn-12
rpn-2
rpn-5
rpn-6
rpn-7
rpn-8
rpn-9
rps-11
rps-13
rps-14
rps-2
rps-21
rps-27
rps-3
rps-5
rps-6
rps-7
rps-8
rps-9
rpt-1
rpt-2
rpt-4
rrf-2
rrf-3
rsd-3
rsp-2
rsp-3
rsp-5
rsp-7
rsp-8
ruvb-1
san-1
sas-5
sas-6
sbt-1
sca-1
scc-1
scc-3
sdc-3
sdhd-1
sdz-1
sdz-8
sec-24.1
sec-3
sec-5
sel-12
sel-5
set-2
shc-1
sip-1
sir-2.2
skpt-1
skr-3
sma-9
smc-3
smk-1
smn-1
smr-1
smu-1
smu-2
sna-2
snap-1
snb-1
snr-1
snr-2
snr-3
snr-6
snt-2
snt-4
snx-1
sod-1
sop-3
spas-1
spat-1
spd-2
spd-5
spe-39
spe-6
spg-7
spk-1
spn-4
sptl-3
sqv-3
sqv-6
sre-23
srh-16
srh-17
srh-2
srh-211
srh-269
srr-10
srs-1
srs-2
srw-7
star-2
sym-3
sym-4
syn-3
T01B6.3
T01B7.5
T01C3.8
T01D3.5
T02C12.2
T02E1.2
T03F1.1
T03G11.4
T04D3.5
T04F8.2
T04G9.1
T05A12.3
T05E11.3
T05G5.7
T05H4.6a
T06A10.3
T06D10.2
T06D8.9
T06E8.2
T07A9.9
T07C4.11
T07E3.3
T07E3.4
T07F10.3
T07F12.1
T07F12.2
T08A9.11
T08B2.5
T09A5.15
T09A5.8
T09B4.5
T09B9.4
T10B10.3
T10B11.6
T10B5.3
T10B5.4
T10B5.5
T10E9.2
T11A5.6
T11G6.2
T11G6.5
T12D8.8
T12D8.9
T12G3.1
T13C2.4
T13C2.6
T13C5.6
T13F2.6
T14B4.3
T14F9.2
T14G10.5
T14G11.1
T14G11.3
T15B7.15
T15B7.2
T19A6.1
T19B10.6
T19D7.4
T20B12.3
T20D3.8
T20D4.13
T20G5.14
T20H4.5
T21B10.4
T21B10.5
T21C9.4
T22C1.1
T22C1.11
T22C1.12
T22C1.4
T22C1.5
T22D1.4
T22F3.2
T23B12.4
T23C6.3
T23F6.3
T23H2.3
T24B8.2
T24B8.3
T24G10.2
T24H10.4
T24H10.7
T25B9.8
T26E3.4
T26G10.1
T27A3.1
T28D6.5
T28F4.6
taf-10
taf-11.3
taf-7.2
taf-8
tag-124
tag-132
tag-167
tag-170
tag-179
tag-182
tag-198
tag-214
tag-216
tag-226
tag-260
tag-262
tag-266
tag-267
tag-281
tag-289
tag-313
tag-320
tag-322
tag-337
tag-60
tag-61
tag-63
tag-65
tag-77
tam-1
tap-1
tbb-1
tbb-6
teg-1
tfg-1
tin-13
tin-9.1
tin-9.2
tir-1
tir-1
toc-1
toca-1
toh-1
trm-1
trr-1
trs-1
try-3
try-5
tsfm-1
tsn-1
ttb-1
tufm-1
twk-13
twk-5
uaf-2
uba-1
ubc-12
ubc-18
ubc-20
ubc-25
ubc-3
ubc-6
ubc-7
ubc-9
ubh-4
ubl-1
ubq-1
ubq-2
ubxn-1
ubxn-2
ucr-1
ucr-2.1
ucr-2.2
uev-1
ufd-1
ufd-2
ufd-3
ugt-11
ugt-13
ugt-20
ugt-58
ugt-64
unc-112
unc-115
unc-116
unc-119
unc-14
unc-16
unc-18
unc-23
unc-32
unc-40
unc-43
unc-45
unc-60
unc-61
unc-62
unc-70
unc-76
uri-1
usp-14
uvt-2
vbh-1
vem-1
