target
vha-1
vha-12
vha-13
vha-15
vha-16
vha-9
vps-35
vps-45
VW02B12L.2
W01A11.7
W01B11.3
W01D2.1
W01D2.3
W01G7.3
W02A11.2
W02B12.10
W02B12.11
W02B8.2
W02D7.6
W02D9.10
W02D9.2
W02F12.5
W02H5.2
W03A5.2
W03B1.9
W03F9.1
W04C9.2
W04C9.4
W04C9.6
W04D2.4
W04D2.6
W05B10.2
W05H7.1
W05H9.3
W06H3.3
W06H8.2
W06H8.4
W07E6.1
W07E6.5
W08E3.4
W09C3.4
W09C5.1
W09G10.5
W09G3.2
W09H1.5
W10C8.6
wee-1.3
xbp-1
xol-1
xpa-1
Y104H12D.2
Y105C5A.14
Y105E8A.8
Y106G6A.1
Y106G6D.6
Y106G6D.7
Y106G6H.15
Y106G6H.16
Y108G3AL.7
Y110A2AL.13
Y110A7A.11
Y110A7A.19
Y110A7A.8
Y111B2A.17
Y111B2A.19
Y113G7B.16
Y113G7B.17
Y116A8C.26
Y116A8C.9
Y119C1A.1
Y119D3B.11
Y119D3B.12
Y119D3B.16
Y11D7A.10
Y17D7B.2
Y17G7B.13
Y17G7B.18
Y18D10A.16
Y18D10A.3
Y18D10A.9
Y18H1A.7
Y23H5A.3
Y25C1A.6
Y25C1A.8
Y26E6A.1
Y32B12B.2
Y32H12A.2
Y34B4A.7
Y34B4A.8
Y34D9A.10
Y34D9A.2
Y34D9A.3
Y37A1B.17
Y37B11A.3
Y37D8A.10
Y37D8A.21
Y37E3.5
Y37E3.8
Y38C1AA.1
Y38C1AA.12
Y38E10A.6
Y38F2AR.6
Y39A1A.1
Y39A1A.12
Y39A1A.7
Y39A3A.4
Y39A3CL.3
Y39A3CL.4
Y39B6A.13
Y39B6A.3
Y39B6A.34
Y39B6A.37
Y39B6A.39
Y39B6A.40
Y39G10AR.11
Y39G10AR.18
Y39G10AR.18
Y39G8B.2
Y40B10A.2
Y40B1A.1
Y40B1B.7
Y40B1B.8
Y40D12A.1
Y41C4A.11
Y41D4A.4
Y41D4A.6
Y41E3.10
Y41E3.16
Y42G9A.6
Y43F4B.10
Y43F4B.2
Y43F4B.7
Y43F8C.3
Y44E3A.6
Y45F10D.11
Y45F10D.4
Y45F10D.7
Y45G12B.2
Y45G12B.3
Y46E12BL.2
Y46G5A.12
Y46G5A.13
Y46G5A.2
Y46H3A.7
Y47A7.1
Y47D3A.1
Y47D3A.14
Y47D3A.22
Y47D3A.28
Y47D3A.29
Y47D7A.14
Y47D9A.2
Y47G6A.21
Y47G6A.29
Y47H9C.14
Y47H9C.7
Y47H9C.8
Y48A6B.10
Y48A6B.11
Y48A6C.3
Y48A6C.4
Y48C3A.20
Y48E1B.7
Y48G10A.4
Y48G9A.3
Y49E10.20
Y49F6B.2
Y50D4C.5
Y51A2D.7
Y51F10.10
Y51H1A.2
Y51H1A.3
Y51H1A.6
Y51H7C.11
Y51H7C.7
Y53C12A.3
Y53C12B.1
Y53F4B.11
Y53F4B.14
Y53F4B.21
Y53F4B.3
Y53F4B.4
Y53F4B.42
Y53F4B.9
Y53G8AL.2
Y53H1A.1
Y53H1A.2
Y53H1C.2
Y54E10A.11
Y54E10A.7
Y54E2A.4
Y54E5A.5
Y54E5A.6
Y54E5A.7
Y54F10AM.5
Y54G11A.4
Y54G2A.17
Y54G2A.23
Y54H5A.1
Y55D9A.2
Y55F3AM.1
Y55F3AM.13
Y55F3AM.3
Y55F3AM.6
Y55F3BR.1
Y55F3BR.8
Y56A3A.21
Y57A10A.13
Y57A10A.14
Y57E12AL.1
Y57E12AL.6
Y57G11C.3
Y57G11C.34
Y57G11C.36
Y57G11C.9
Y58A7A.3
Y58A7A.4
Y58A7A.5
Y59A8A.2
Y59A8B.13
Y59A8B.24
Y59C2A.2
Y59C2A.3
Y60A3A.23
Y61A9LA.10
Y62E10A.11
Y62E10A.20
Y63D3A.4
Y63D3A.7
Y65A5A.3
Y65B4BR.8
Y66D12A.10
Y66D12A.21
Y66D12A.7
Y67D2.3
Y67D2.4
Y67D2.5
Y67H2A.2
Y67H2A.4
Y69A2AR.18
Y69A2AR.21
Y69A2AR.28
Y71A12B.9
Y71F9AL.9
Y71F9AM.6
Y71F9AR.2
Y71F9AR.3
Y71G10AL.1
Y71G12B.1
Y71G12B.10
Y71G12B.23
Y71G12B.30
Y71G12B.4
Y71H2AM.3
Y71H2AM.6
Y73B6BL.12
Y73B6BL.29
Y73B6BL.33
Y73C8B.3
Y73E7A.1
Y74C9A.4
Y75B12B.11
Y75B8A.24
Y75B8A.25
Y75B8A.31
Y75B8A.7
Y76B12C.7
Y77E11A.1
Y87G2A.16
Y94H6A.3
Y94H6A.5
Y95B8A.6
Y97E10AL.2
Y97E10AL.3
Y97E10AR.1
ymel-1
yrs-1
ZC101.1
ZC116.1
ZC13.1
ZC168.3
ZC302.2
ZC328.5
ZC376.6
ZC376.7
ZC395.10
ZC416.1
ZC449.3
ZC477.3
ZC477.5
zip-1
zip-4
zip-4
ZK1010.3
ZK1058.5
ZK1073.1
ZK1098.1
ZK1127.5
ZK1127.9
ZK1193.5
ZK1290.14
ZK1321.2
ZK154.5
ZK180.4
ZK20.1
ZK20.3
ZK370.3
ZK370.5
ZK418.5
ZK512.2
ZK512.4
ZK524.4
ZK546.5
ZK6.8
ZK616.4
ZK616.6
ZK632.10
ZK632.11
ZK632.4
ZK632.7
ZK637.13
ZK637.14
ZK637.2
ZK643.2
ZK643.5
ZK669.4
ZK688.3
ZK688.5
ZK742.2
ZK742.4
ZK757.4
ZK795.2
ZK795.3
ZK816.3
ZK829.4
ZK938.2
ZK973.3
zyg-1
zyg-9
